year,week_num,SKU,ret_net_1_price,ret_net_2_price,ret_net_3_price
2019,1,10121,2945.681342355389,2965.7437965419736,2917.3948295426635
2019,1,10290,949.466059732934,942.30129154546,962.7990091396118
2019,1,10973,3751.515021608404,3735.814980956352,3709.586539554925
2019,1,11179,3717.0423061830415,3638.7990824931007,3695.090121132751
2019,1,11680,1378.7976687901223,1325.251311564811,1363.7074885618572
